File,Result,Runtime (s)
b.15-alloca_true-termination.c.i_Iteration4_Lasso+nonterminationTemplate.smt2,UNSOLVED,4.0
b.17-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2,UNSOLVED,4.0
c.03-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2,UNSOLVED,4.0
diff-alloca_true-termination.c.i_Iteration7_Lasso+nonterminationTemplate.smt2,UNSAT,2.4982
flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2,UNSOLVED,4.0
java_AG313-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2,UNSAT,1.5751
openbsd_cstpncpy-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2,UNSAT,1.7627
openbsd_cstrstr-alloca_true-termination.c.i_Iteration8_Lasso+nonterminationTemplate.smt2,UNSOLVED,4.0
substring-alloca_true-termination.c.i_Iteration5_Lasso+nonterminationTemplate.smt2,UNSAT,1.6428
twisted-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2,UNSOLVED,4.0
problem-000001.cvc.1.smt2,SAT,0.0776
problem-000001.cvc.2.smt2,UNSAT,0.1696
problem-000003.cvc.1.smt2,SAT,0.0652
problem-000003.cvc.2.smt2,SAT,0.1248
problem-000005.cvc.1.smt2,SAT,-2.5202
problem-000005.cvc.2.smt2,UNSAT,0.1918
problem-000007.cvc.1.smt2,SAT,0.0652
problem-000008.cvc.1.smt2,SAT,0.0627
problem-000008.cvc.2.smt2,SAT,0.1245
problem-000012.cvc.1.smt2,SAT,0.1168
problem-000012.cvc.2.smt2,UNSAT,0.1958
problem-000013.cvc.1.smt2,SAT,0.1177
problem-000016.cvc.1.smt2,SAT,0.1178
problem-000016.cvc.2.smt2,UNSAT,0.1894
problem-000019.cvc.1.smt2,SAT,0.065
problem-000019.cvc.2.smt2,SAT,0.1257
problem-000021.cvc.1.smt2,SAT,0.1132
problem-000021.cvc.2.smt2,UNSAT,0.1934
problem-000024.cvc.1.smt2,SAT,0.117
problem-000025.cvc.1.smt2,SAT,0.1132
problem-000025.cvc.2.smt2,UNSAT,0.1911
problem-000030.cvc.1.smt2,SAT,0.0746
problem-000030.cvc.2.smt2,UNSAT,0.1722
problem-000031.cvc.1.smt2,SAT,0.0717
problem-000032.cvc.1.smt2,SAT,0.0714
problem-000032.cvc.2.smt2,SAT,0.4405
problem-000036.cvc.1.smt2,SAT,0.1384
problem-000036.cvc.2.smt2,UNSAT,0.1364
problem-000037.cvc.1.smt2,SAT,0.1396
problem-000043.cvc.1.smt2,SAT,0.1372
problem-000044.cvc.1.smt2,SAT,0.1394
problem-000044.cvc.2.smt2,UNSAT,0.1388
problem-000062.cvc.1.smt2,SAT,0.3019
problem-000062.cvc.2.smt2,UNSAT,0.1374
problem-000063.cvc.1.smt2,UNSAT,0.1129
problem-000064.cvc.1.smt2,UNSAT,0.1468
problem-000080.cvc.1.smt2,UNSAT,0.1159
problem-000081.cvc.1.smt2,SAT,0.2928
problem-000081.cvc.2.smt2,UNSAT,0.1379
problem-000084.cvc.1.smt2,UNSAT,0.1501
problem-000100.cvc.1.smt2,SAT,0.3002
problem-000100.cvc.2.smt2,UNSAT,0.1386
problem-000103.cvc.1.smt2,UNSAT,0.1145
problem-000104.cvc.1.smt2,UNSAT,0.1462
problem-000120.cvc.1.smt2,SAT,0.2992
problem-000123.cvc.1.smt2,UNSAT,0.1173
problem-000124.cvc.1.smt2,UNSAT,0.1486
problem-000125.cvc.1.smt2,SAT,0.0764
problem-000125.cvc.2.smt2,UNSAT,0.2455
problem-000128.cvc.1.smt2,SAT,0.0723
term-0Awwcv.smt2,UNSOLVED,4.0
term-0BB4ks.smt2,UNSOLVED,4.0
term-0Hb4yp.smt2,SAT,3.9016
term-0iwxZS.smt2,UNSOLVED,4.0
term-3qaBfW.smt2,SAT,3.1522
term-3rtjVi.smt2,SAT,2.887
term-3wwoHp.smt2,UNSOLVED,4.0
term-44GWq9.smt2,UNSOLVED,4.0
term-47h0ua.smt2,UNSOLVED,4.0
term-4AzLVe.smt2,SAT,2.2163
term-4LNX6G.smt2,UNSOLVED,4.0
term-4Th0Gp.smt2,UNSOLVED,4.0
term-4UoYtH.smt2,UNSOLVED,4.0
term-4d0iwO.smt2,UNSOLVED,4.0
term-5Luqnl.smt2,UNSOLVED,4.0
term-607QpU.smt2,UNSOLVED,4.0
term-6k3pKM.smt2,UNSOLVED,4.0
term-6mYU5G.smt2,UNSOLVED,4.0
term-6zE855.smt2,UNSOLVED,4.0
term-71B6am.smt2,UNSOLVED,4.0
term-7DXK1v.smt2,UNSOLVED,4.0
term-7fXGzy.smt2,SAT,0.6113
term-7njo7V.smt2,UNSOLVED,4.0
term-7zXPfO.smt2,UNSOLVED,4.0
term-87NL0Z.smt2,UNSOLVED,4.0
term-8UXrgn.smt2,UNSOLVED,4.0
term-9AOvYh.smt2,UNSOLVED,4.0
term-9mUXbx.smt2,UNSOLVED,4.0
term-9uFTFt.smt2,UNSOLVED,4.0
term-AlRgl3.smt2,UNSOLVED,4.0
term-Aon9bM.smt2,SAT,2.8027
term-AvoWGH.smt2,UNSOLVED,4.0
term-AwuLMZ.smt2,UNSOLVED,4.0
term-BKc7xf.smt2,UNSOLVED,4.0
term-BWHEfg.smt2,SAT,3.7538
term-BjWYcv.smt2,UNSOLVED,4.0
term-BpsRn7.smt2,UNSOLVED,4.0
term-CrNtep.smt2,SAT,1.3164
term-DtOD2C.smt2,SAT,0.4419
term-EcNqkB.smt2,UNSOLVED,4.0
term-F85Fh4.smt2,SAT,1.8225
term-G0osfI.smt2,UNSOLVED,4.0
term-GPalmJ.smt2,UNSOLVED,4.0
term-Gxx8TQ.smt2,UNSOLVED,4.0
term-H5JQ97.smt2,SAT,2.3185
term-H9wl52.smt2,UNSOLVED,4.0
term-HonGrM.smt2,UNSOLVED,4.0
term-JpE7g8.smt2,UNSOLVED,4.0
term-Jzxbf6.smt2,UNSOLVED,4.0
term-K0mzk0.smt2,UNSOLVED,4.0
01.smt2,UNSOLVED,4.0
02.smt2,UNSOLVED,4.0
03.smt2,UNSOLVED,4.0
04.smt2,UNSOLVED,4.0
05.smt2,UNSOLVED,4.0
06.smt2,UNSOLVED,4.0
07.smt2,UNSOLVED,4.0
08.smt2,UNSOLVED,4.0
09.smt2,UNSOLVED,4.0
10.smt2,UNSOLVED,4.0
100.smt2,UNSOLVED,4.0
101.smt2,UNSOLVED,4.0
102.smt2,UNSOLVED,4.0
103.smt2,UNSOLVED,4.0
104.smt2,UNSOLVED,4.0
105.smt2,UNSOLVED,4.0
106.smt2,UNSOLVED,4.0
107.smt2,UNSOLVED,4.0
108.smt2,UNSOLVED,4.0
109.smt2,UNSOLVED,4.0
11.smt2,UNSOLVED,4.0
110.smt2,UNSOLVED,4.0
111.smt2,UNSOLVED,4.0
112.smt2,UNSOLVED,4.0
113.smt2,UNSOLVED,4.0
114.smt2,UNSOLVED,4.0
115.smt2,UNSOLVED,4.0
116.smt2,UNSOLVED,4.0
117.smt2,UNSOLVED,4.0
118.smt2,UNSOLVED,4.0
119.smt2,UNSOLVED,4.0
12.smt2,UNSOLVED,4.0
120.smt2,UNSOLVED,4.0
121.smt2,UNSOLVED,4.0
122.smt2,UNSOLVED,4.0
123.smt2,UNSOLVED,4.0
124.smt2,UNSOLVED,4.0
125.smt2,UNSOLVED,4.0
126.smt2,UNSOLVED,4.0
127.smt2,UNSOLVED,4.0
128.smt2,UNSOLVED,4.0
129.smt2,UNSOLVED,4.0
13.smt2,UNSOLVED,4.0
130.smt2,UNSOLVED,4.0
131.smt2,UNSOLVED,4.0
132.smt2,UNSOLVED,4.0
133.smt2,UNSOLVED,4.0
134.smt2,UNSOLVED,4.0
135.smt2,UNSOLVED,4.0
136.smt2,UNSOLVED,4.0
SUMMARY,SAT:92 UNSAT:112 UNSOLVED331,1429.9525
